College,Major,Class,Difficulty
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 250,2.333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 242,3.0
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 258,1.5454545454545454
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SOC 134,5.260869565217392
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BBMB 404,3.2790697674418605
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 350,1.6923076923076923
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 355,3.5185185185185186
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 372,2.9259259259259265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHYS 112,2.1739130434782608
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHYS 111,4.826086956521738
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SP CM 212,1.3695652173913044
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 358,4.037037037037037
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 360,3.7894736842105265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 211,6.2564102564102555
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 212,4.428571428571429
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 177,5.413043478260869
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 178,3.7105263157894735
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 150,2.1818181818181817
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 110,1.5833333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 252,1.7222222222222223
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,MATH 165,7.826086956521738
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 253,2.333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,LIB 160,2.565217391304348
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 331,6.289473684210527
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 332,7.216216216216216
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 250,2.333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 242,3.0
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 258,1.5454545454545454
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SOC 134,5.260869565217392
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BBMB 404,3.2790697674418605
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 350,1.6923076923076923
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 372,2.9259259259259265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 355,3.5185185185185186
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHYS 111,4.826086956521738
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHYS 112,2.1739130434782608
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SP CM 212,1.3695652173913044
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 358,4.037037037037037
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 360,3.7894736842105265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 211,6.2564102564102555
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 212,4.428571428571429
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 150,2.1818181818181817
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 258,1.5454545454545454
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 110,1.5833333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 252,1.7222222222222223
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SOC 134,5.260869565217392
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 253,2.333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,LIB 160,2.565217391304348
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 101,4.695652173913044
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 250,2.333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 230,3.152173913043478
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 350,1.6923076923076923
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 372,2.9259259259259265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 355,3.5185185185185186
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SP CM 212,1.3695652173913044
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 360,3.7894736842105265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHIL 331,1.2
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,FS HN 367,1.8333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 358,4.037037037037037
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 460,1.9555555555555555
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 211,6.2564102564102555
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 212,4.428571428571429
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 177,5.413043478260869
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 178,3.7105263157894735
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 150,2.1818181818181817
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 110,1.5833333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 252,1.7222222222222223
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,MATH 165,7.826086956521738
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 253,2.333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,LIB 160,2.565217391304348
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 331,6.289473684210527
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 332,7.216216216216216
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 250,2.333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 242,3.0
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 258,1.5454545454545454
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SOC 134,5.260869565217392
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 350,1.6923076923076923
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 355,3.5185185185185186
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 372,2.9259259259259265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHYS 112,2.1739130434782608
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHYS 111,4.826086956521738
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SP CM 212,1.3695652173913044
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 358,4.037037037037037
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,MICRO 201,3.375
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 360,3.7894736842105265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 211,6.2564102564102555
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 212,4.428571428571429
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 150,2.1818181818181817
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 258,1.5454545454545454
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 110,1.5833333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,MATH ,0
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 252,1.7222222222222223
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 253,2.333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,LIB 160,2.565217391304348
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SOC 134,5.260869565217392
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 177,5.413043478260869
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 178,3.7105263157894735
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 250,2.333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,FS HN 367,1.8333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 350,1.6923076923076923
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 372,2.9259259259259265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 355,3.5185185185185186
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHYS 111,4.826086956521738
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHYS 112,2.1739130434782608
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SP CM 212,1.3695652173913044
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 460,1.9555555555555555
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 358,4.037037037037037
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 360,3.7894736842105265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 211,6.2564102564102555
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 212,4.428571428571429
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 177,5.413043478260869
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 178,3.7105263157894735
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 150,2.1818181818181817
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 110,1.5833333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 252,1.7222222222222223
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 253,2.333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 101,4.695652173913044
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,LIB 160,2.565217391304348
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 231,5.8
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 242,3.0
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 250,2.333333333333333
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SOC 134,5.260869565217392
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 258,1.5454545454545454
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SP CM 212,1.3695652173913044
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 230,3.152173913043478
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 350,1.6923076923076923
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 372,2.9259259259259265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 360,3.7894736842105265
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 460,1.9555555555555555
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 355,3.5185185185185186
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 358,4.037037037037037
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,MICRO 201,3.375
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ENGL 150,2.1818181818181817
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ENGL 250,2.333333333333333
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ENGL 314,1.065217391304348
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,LIB 160,2.565217391304348
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,SP CM 212,1.3695652173913044
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 342,2.363636363636364
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ENV S 120,4.428571428571429
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ENV S 201,3.1666666666666665
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 140,8.217391304347826
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 143,4.333333333333333
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 160,6.741935483870968
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 165,7.826086956521738
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 165,7.826086956521738
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 181,5.357142857142857
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,STAT 101,4.608695652173913
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,STAT 104,5.195652173913044
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,CHEM 177,5.413043478260869
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,CHEM 178,3.7105263157894735
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,CHEM 331,6.289473684210527
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,CHEM 332,7.216216216216216
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 211,6.2564102564102555
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 212,4.428571428571429
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 255,4.227272727272728
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 335,2.642857142857143
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 313,5.205128205128204
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BBMB 301,3.978260869565217
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BBMB 316,2.05
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BBMB 404,3.2790697674418605
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MICRO 201,3.375
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 110,1.32
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 167,4.630434782608695
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 203,2.4
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 265,1.7058823529411764
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 360,1.0666666666666669
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 361,1.2592592592592593
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 362,1.6
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 467,1.2857142857142858
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 480,1.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 492,1.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 314,3.5769230769230766
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 214,1.1
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 242,2.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 311,2.9090909090909087
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 365,1.2857142857142858
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 367,1.8333333333333333
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 403,1.1935483870967742
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 419,1.25
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 420,1.1333333333333333
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 461,1.2666666666666666
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 463,1.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 464,1.2
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 466,1.0666666666666669
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 490C,1.68
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 499,1.1111111111111112
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 575,0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,NUTRS 501,0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,NUTRS 503,0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,NUTRS 504,0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,NUTRS 562,0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,PHYS 111,4.826086956521738
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,PHYS 112,2.1739130434782608
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ENGL 150,2.1818181818181817
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ENGL 250,2.333333333333333
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,LIB 160,2.565217391304348
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,SP CM 212,1.3695652173913044
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,PSYCH 101,4.695652173913044
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,SOC 134,5.260869565217392
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,POL S 344,2.413793103448276
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 342,2.363636363636364
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ENV S 120,4.428571428571429
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ENV S 201,3.1666666666666665
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 140,8.217391304347826
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 143,4.333333333333333
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 160,6.741935483870968
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 165,7.826086956521738
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 165,7.826086956521738
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MATH 181,5.357142857142857
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,STAT 101,4.608695652173913
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,STAT 104,5.195652173913044
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,CHEM 163,5.5588235294117645
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 211,6.2564102564102555
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 212,4.428571428571429
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 255,4.227272727272728
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 335,2.642857142857143
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 313,5.205128205128204
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BBMB 301,3.978260869565217
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BBMB 316,2.05
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BBMB 404,3.2790697674418605
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MICRO 201,3.375
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 211,6.2564102564102555
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 212,4.428571428571429
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 255,4.227272727272728
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 256,3.9375
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MICRO 201,3.375
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 242,2.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 442,1.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 101,3.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 110,1.32
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 111,1.7333333333333334
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 115,1.0714285714285714
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 167,4.630434782608695
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 203,2.4
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 264,2.7142857142857144
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 265,1.7058823529411764
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 361,1.2592592592592593
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 364,1.1428571428571428
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 365,1.2857142857142858
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 366,2.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 403,1.1935483870967742
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 463,1.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 480,1.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 495,1.3571428571428572
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 102,2.739130434782609
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 223,1.5
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 226,1.40625
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 227,1.2857142857142858
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 234,1.6666666666666667
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 249,1.2857142857142858
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 270,2.2
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 367,1.6923076923076923
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 373,1.5555555555555556
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 377,1.4782608695652173
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 395,2.142857142857143
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 449,1.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 463,2.2666666666666666
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 479,1.5454545454545454
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HSP M 380,1.6666666666666667
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HSP M 391,1.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HSP M 392,1.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ECON 101,5.543478260869565
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ACCT 284,3.934782608695652
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,GLOBE 201,2.727272727272727
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,GLOBE 303,1.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ECON 101,5.543478260869565
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MICRO 310,1.5333333333333334
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,POL S 340,3.2666666666666666
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 460,1.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,KIN 258,1.5454545454545454
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,KIN 358,4.037037037037037
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,KIN 458,1.8888888888888888
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,PSYCH 101,4.695652173913044
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,PSYCH 422,1.619047619047619
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,PSYCH 485,2.5454545454545454
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 110,1.32
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 101,3.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 167,4.630434782608695
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 211,6.2564102564102555
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 212,4.428571428571429
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ENGL 150,2.1818181818181817
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,LIB 160,2.565217391304348
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,HD FS 1021,0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 111,1.7333333333333334
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 203,2.4
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 115,1.0714285714285714
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 242,2.0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 264 ,2.7142857142857144
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,FS HN 265,1.7058823529411764
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 255,4.227272727272728
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,BIOL 256,3.9375
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ENGL 250,2.333333333333333
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,MICRO 201,3.375
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,ACCT 2842,0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,GLOBE 2013,0
H SCI,Nutritional Science- B.S. - Nutrition & wellness option,KIN 2584,0
