Year,Class,Total Grades,"D, F, W Grades",% DFW
2011,ARTGR 391,17.0,1.0,6.0
2011,ARTGR 470,73.0,1.0,1.0
2011,ARTGR 472,17.0,1.0,6.0
2011,ARTGR 473,15.0,0.5,3.5
2011,ARTGR 474,11.0,0.0,0.0
2011,ARTGR 475,33.0,0.5,1.0
2011,ARTGR 476,17.5,0.0,0.0
2011,ARTGR 477,16.5,0.0,0.0
2011,ARTGR 478,17.0,0.0,0.0
2011,ARTGR 479,17.0,1.0,6.0
2011,ARTGR 480,43.0,2.0,5.0
2011,ARTGR 481,69.0,0.0,0.0
2011,ARTGR 482,68.0,0.0,0.0
2011,ARTGR 484,39.0,2.5,7.0
2011,ARTGR 490A,1.0,0.0,0.0
2011,ARTGR 490B,1.0,0.0,0.0
2011,ARTGR 490I,5.666666666666667,0.0,0.0
2011,ARTGR 493,1.0,0.0,0.0
2011,ARTID 250,66.0,0.0,0.0
2011,ARTID 251,65.5,0.5,1.0
2011,ARTID 261,57.0,3.0,5.0
2011,ARTID 263,55.0,1.0,2.0
2011,ARTID 265,57.0,1.0,2.0
2011,ARTID 267,54.0,0.0,0.0
2011,ARTID 350,91.0,3.0,3.0
2011,ARTID 351,54.0,0.0,0.0
2011,ARTID 352,51.0,1.0,2.0
2011,ARTID 353,69.0,0.0,0.0
2011,ARTID 355,115.0,14.0,12.0
2011,ARTID 356,65.0,3.0,5.0
2011,ARTID 357,20.0,0.0,0.0
2011,ARTID 360,107.0,3.0,3.0
2011,ARTID 365,105.0,0.0,0.0
2011,ARTID 367,52.0,1.0,2.0
2011,ARTID 460,50.0,0.0,0.0
2011,ARTID 461,40.0,0.0,0.0
2011,ARTID 463,1.0,0.0,0.0
2011,ARTID 467,19.0,0.0,0.0
2011,ARTID 468,12.0,0.0,0.0
2011,ARTID 468H,4.0,0.0,0.0
2011,ARTID 469,16.0,1.0,6.0
2011,ARTID 469B,25.0,0.0,0.0
2011,ARTID 490,20.0,1.0,5.0
2011,ARTID 490H,5.5,0.0,0.0
2011,ARTIS 201,25.0,4.0,16.0
2011,ARTIS 202,32.0,4.0,13.0
2011,ARTIS 202X,20.0,3.0,15.0
2011,ARTIS 203,33.0,5.0,15.0
2011,ARTIS 203X,31.0,1.0,3.0
2011,ARTIS 204,34.0,2.0,6.0
2011,ARTIS 204X,21.0,0.0,0.0
2011,ARTIS 206,28.0,1.0,4.0
2011,ARTIS 206X,20.0,1.0,5.0
2011,ARTIS 208,19.5,5.5,28.0
2011,ARTIS 210,35.0,2.0,6.0
2011,ARTIS 210X,32.0,1.0,3.0
2011,ARTIS 212,35.0,3.0,9.0
2011,ARTIS 212X,32.0,2.0,6.0
2011,ARTIS 213,26.0,0.0,0.0
2011,ARTIS 213X,22.0,3.0,14.0
2011,ARTIS 214,35.0,2.0,6.0
2011,ARTIS 214X,25.0,3.0,12.0
2011,ARTIS 227,36.666666666666664,2.6666666666666665,12.333333333333334
2011,ARTIS 227H,1.0,0.0,0.0
2011,ARTIS 229,11.0,0.0,0.0
2011,ARTIS 230,41.0,3.0,7.0
2011,ARTIS 233,13.0,0.5,3.0
2011,ARTIS 233H,1.0,0.0,0.0
2011,ARTIS 238,15.0,1.6666666666666667,11.333333333333334
2011,ARTIS 238H,1.0,0.0,0.0
2011,ARTIS 305,14.333333333333334,0.0,0.0
2011,ARTIS 308,20.0,1.5,8.0
2011,ARTIS 308H,1.0,0.0,0.0
2011,ARTIS 310,25.0,0.5,2.0
2011,ARTIS 319X,15.0,0.0,0.0
2011,ARTIS 320,12.5,0.0,0.0
2011,ARTIS 322,6.0,0.5,7.0
2011,ARTIS 323,4.0,0.0,0.0
2011,ARTIS 324,8.0,1.0,16.5
2011,ARTIS 326,7.0,3.0,43.0
2011,ARTIS 329,10.5,3.0,28.0
2011,ARTIS 330,29.5,1.5,5.0
2011,ARTIS 330H,2.0,0.0,0.0
2011,ARTIS 335,7.5,0.5,6.5
2011,ARTIS 337,2.0,0.0,0.0
2011,ARTIS 338,5.333333333333333,0.6666666666666666,12.0
2011,ARTIS 346,15.0,3.0,20.0
2011,ARTIS 347,13.0,0.0,0.0
2011,ARTIS 355X,15.0,2.0,13.0
2011,ARTIS 357,8.0,0.0,0.0
2011,ARTIS 358,13.0,1.0,8.0
2011,ARTIS 360X,22.0,0.0,0.0
2011,ARTIS 399,38.0,0.0,0.0
2011,ARTIS 407,23.0,2.0,9.0
2011,ARTIS 408,19.0,2.0,11.0
2011,ARTIS 409,21.5,1.0,5.0
2011,ARTIS 420,10.5,0.5,5.0
2011,ARTIS 422,9.0,0.5,7.0
2011,ARTIS 424,10.0,0.0,0.0
2011,ARTIS 429,6.0,0.0,0.0
2011,ARTIS 430,9.5,0.5,4.0
2011,ARTIS 438,4.333333333333333,1.0,18.0
2011,ARTIS 448X,4.0,0.0,0.0
2011,ARTIS 458,6.0,0.0,0.0
2011,ARTIS 482,16.0,0.5,2.5
2011,ARTIS 490B,1.0,0.0,0.0
2011,ARTIS 490C,5.5,0.0,0.0
2011,ARTIS 490D,2.0,0.0,0.0
2011,ARTIS 490E,2.5,0.5,25.0
2011,ARTIS 490F,1.0,0.0,0.0
2011,ARTIS 490G,2.0,0.0,0.0
2011,ARTIS 490H,2.5,0.0,0.0
2011,ARTIS 490I,3.0,0.0,0.0
2011,ARTIS 490J,6.5,0.0,0.0
2011,ARTIS 490L,1.0,0.0,0.0
2011,ARTIS 490M,1.6666666666666667,0.3333333333333333,33.333333333333336
2011,ARTIS 493G,8.0,0.0,0.0
2011,ARTIS 499,57.0,1.0,2.0
2011,ASTRO 102,32.0,13.0,40.666666666666664
2011,ASTRO 103,27.0,7.0,24.666666666666668
2011,ASTRO 106L,17.0,4.0,24.0
2011,ASTRO 106X,17.0,6.0,35.0
2011,ASTRO 120,126.66666666666667,33.666666666666664,25.666666666666668
2011,ASTRO 125L,27.0,3.0,11.0
2011,ASTRO 150,97.0,39.5,40.5
2011,ASTRO 250,28.0,8.0,29.0
2011,ASTRO 342,27.0,1.0,4.0
2011,ASTRO 344L,11.0,3.0,27.0
2011,ASTRO 346,42.0,7.0,17.0
2011,ASTRO 450,1.0,0.0,0.0
2011,ASTRO 490,2.0,1.0,50.0
2011,ATH 101B,14.0,0.0,0.0
2011,ATH 101C,8.0,0.0,0.0
2011,ATH 101D,17.0,0.0,0.0
2011,ATH 101E,19.0,0.0,0.0
2011,ATH 101F,125.0,1.0,1.0
2011,ATH 101G,9.0,0.0,0.0
2011,ATH 101J,15.0,0.0,0.0
2011,ATH 101K,20.0,0.0,0.0
2011,ATH 101M,29.0,0.0,0.0
2011,ATH 101O,12.0,0.0,0.0
2011,ATH 101P,33.0,0.0,0.0
2011,ATH 101Q,28.0,0.0,0.0
2011,ATH 101R,15.0,0.0,0.0
2011,ATH 101S,25.0,0.0,0.0
2011,ATH 101T,11.0,0.0,0.0
2011,ATH 101U,31.0,0.0,0.0
2011,BBMB 101,45.0,5.0,11.0
2011,BBMB 102,57.0,3.0,5.0
2011,BBMB 201,31.0,4.0,13.0
2011,BBMB 221,103.0,20.0,19.0
2011,BBMB 301,128.66666666666666,20.0,15.333333333333334
2011,BBMB 316,44.0,9.0,20.0
2011,BBMB 316X,44.0,8.0,18.0
2011,BBMB 404,58.666666666666664,6.666666666666667,13.333333333333334
2011,BBMB 405,28.0,5.333333333333333,21.666666666666668
2011,BBMB 411,33.0,1.0,3.0
2011,BBMB 420,8.0,1.5,12.5
2011,BBMB 461,12.0,0.0,0.0
2011,BBMB 490,19.5,0.0,0.0
2011,BBMB 490H,1.0,0.0,0.0
2011,BBMB 499,11.0,0.0,0.0
2011,BCBIO 110,2.0,0.0,0.0
2011,BCBIO 211,11.0,1.0,9.0
2011,BCBIO 402,2.0,1.0,50.0
2011,BCBIO 442A,9.0,0.0,0.0
2011,BCBIO 442B,6.0,0.0,0.0
2011,BCBIO 442C,6.0,0.0,0.0
2011,BCBIO 490,1.0,0.0,0.0
2011,BCBIO 491,1.0,0.0,0.0
2011,BIOE 201,18.0,6.0,33.0
2011,BIOE 411,2.0,0.0,0.0
2011,BIOL 101,375.6666666666667,118.0,30.333333333333332
2011,BIOL 110,151.0,7.0,5.0
2011,BIOL 111,141.0,0.0,0.0
2011,BIOL 155,171.0,31.333333333333332,20.333333333333332
2011,BIOL 173,68.66666666666667,13.0,18.666666666666668
2011,BIOL 201,11.0,3.0,27.0
2011,BIOL 204,36.0,8.0,22.0
2011,BIOL 211,622.3333333333334,149.66666666666666,26.0
2011,BIOL 211L,704.5,112.5,15.5
2011,BIOL 212,376.3333333333333,89.33333333333333,23.666666666666668
2011,BIOL 212L,456.5,69.5,16.5
2011,BIOL 255,287.0,48.0,19.5
2011,BIOL 255L,237.5,33.0,7.0
2011,BIOL 256,351.0,62.0,18.0
2011,BIOL 256L,301.0,15.0,5.0
2011,BIOL 306,66.0,4.0,6.0
2011,BIOL 307,12.0,2.0,17.0
2011,BIOL 312,95.0,13.0,9.5
2011,BIOL 313,174.0,28.0,19.0
2011,BIOL 313L,80.66666666666667,2.3333333333333335,2.0
2011,BIOL 314,166.5,36.5,22.0
2011,BIOL 315,66.33333333333333,4.333333333333333,9.0
2011,BIOL 328,34.0,7.0,21.0
2011,BIOL 335,44.0,2.0,5.0
2011,BIOL 336,21.0,6.0,29.0
2011,BIOL 350X,50.0,17.0,34.0
2011,BIOL 351,45.0,3.0,7.0
2011,BIOL 352,38.0,7.0,18.0
2011,BIOL 353,13.0,0.0,0.0
2011,BIOL 354,89.0,14.0,16.0
2011,BIOL 354L,14.0,0.0,0.0
2011,BIOL 355,100.0,2.0,2.0
2011,BIOL 356,17.0,0.0,0.0
2011,BIOL 364,14.0,2.0,14.0
2011,BIOL 365,53.0,6.0,11.0
2011,BIOL 366,59.0,9.0,15.0
2011,BIOL 371,1.0,0.0,0.0
2011,BIOL 381,5.0,0.0,0.0
2011,BIOL 382,1.0,0.0,0.0
2011,BIOL 393A,9.0,0.0,0.0
2011,BIOL 393B,6.0,0.0,0.0
2011,BIOL 423,38.0,1.0,3.0
2011,BIOL 423L,26.0,0.0,0.0
2011,BIOL 428,9.0,0.0,0.0
2011,BIOL 434,12.0,1.0,8.0
2011,BIOL 436,18.0,9.0,50.0
2011,BIOL 444,2.0,0.0,0.0
2011,BIOL 451X,5.5,0.5,5.0
2011,BIOL 455,12.0,1.0,8.0
2011,BIOL 456,7.0,0.0,0.0
2011,BIOL 457,23.0,0.0,0.0
2011,BIOL 458,9.0,3.0,33.0
2011,BIOL 459,7.0,0.0,0.0
2011,BIOL 462,5.0,0.0,0.0
2011,BIOL 472,15.0,1.0,7.0
2011,BIOL 474,23.0,5.0,22.0
2011,BIOL 476,3.0,1.0,33.0
2011,BIOL 484,9.0,0.0,0.0
2011,BIOL 486,11.0,3.0,28.0
2011,BIOL 486L,7.0,0.0,0.0
2011,BIOL 487,3.0,0.0,0.0
2011,BIOL 488,9.666666666666666,1.0,9.333333333333334
2011,BIOL 489,2.0,1.0,50.0
2011,BIOL 490R,29.0,0.3333333333333333,1.0
2011,BIOL 491,26.666666666666668,1.0,2.6666666666666665
2011,BIOL 494,1.6666666666666667,0.0,0.0
2011,BIOL 495,13.0,0.0,0.0
2011,BPM I 323,23.0,2.0,9.0
2011,BPM I 326,11.0,2.0,18.0
2011,BPM I 337,12.0,0.0,0.0
2011,BPM I 395,12.0,1.0,8.0
2011,BPM I 490,1.0,0.0,0.0
2011,BPM I 494,18.0,1.0,6.0
2011,BPM I 497,4.5,0.0,0.0
2011,BSE 110,20.0,0.0,0.0
2011,BSE 170,18.0,3.0,17.0
2011,BSE 170X,2.0,0.0,0.0
2011,BSE 201,7.5,0.0,0.0
2011,BSE 216,12.5,1.0,7.0
2011,BSE 316,5.0,1.0,20.0
2011,BSE 380,11.0,0.0,0.0
2011,BSE 403,1.0,0.0,0.0
2011,BSE 415,1.0,0.0,0.0
2011,BSE 416,2.0,0.0,0.0
2011,BSE 469,1.0,0.0,0.0
2011,BSE 480,4.0,0.0,0.0
2011,BUSAD 101,381.5,56.5,13.0
2011,BUSAD 102,247.0,12.0,5.0
2011,BUSAD 201,329.0,13.0,4.0
2011,BUSAD 202,239.0,12.0,5.0
2011,BUSAD 250,248.0,15.333333333333334,6.0
2011,BUSAD 292,19.0,0.5,2.5
2011,BUSAD 301,183.0,12.0,7.0
2011,BUSAD 325,3.0,2.0,67.0
2011,BUSAD 490E,2.0,0.0,0.0
2011,BUSAD 490H,8.0,0.0,0.0
2011,BUSAD 491A,8.333333333333334,0.0,0.0
2011,BUSAD 491B,2.0,0.0,0.0
2011,BUSAD 491E,4.0,0.0,0.0
2011,C E 105,119.0,8.5,7.0
2011,C E 111,125.5,11.0,8.5
2011,C E 160,140.5,15.0,11.5
2011,C E 170,123.0,10.0,9.0
2011,C E 205,93.0,19.0,20.0
2011,C E 206,57.0,3.0,5.0
2011,C E 305,87.0,0.0,0.0
2011,C E 306,75.0,1.5,2.5
2011,C E 326,60.333333333333336,4.666666666666667,7.0
2011,C E 332,105.66666666666667,30.333333333333332,25.666666666666668
2011,C E 333,68.33333333333333,23.666666666666668,30.333333333333332
2011,C E 334,64.33333333333333,6.666666666666667,9.666666666666666
2011,C E 355,71.0,3.0,4.0
2011,C E 360,80.0,4.333333333333333,7.666666666666667
2011,C E 372,74.0,8.0,10.5
2011,C E 382,76.0,3.5,4.5
2011,C E 383,31.0,0.5,1.5
2011,C E 388,24.0,1.0,4.0
2011,C E 411,1.0,0.0,0.0
2011,C E 417,13.0,0.0,0.0
2011,C E 420,30.0,3.0,10.0
2011,C E 421,34.0,3.0,9.0
2011,C E 428,20.0,2.0,10.0
2011,C E 446,16.0,2.0,13.0
2011,C E 453,53.0,4.0,7.5
2011,C E 460,36.0,2.0,6.0
2011,C E 467X,1.0,0.0,0.0
2011,C E 473,16.0,1.0,6.0
2011,C E 484,5.0,1.0,20.0
2011,C E 485,54.0,1.5,3.0
2011,C E 486,56.5,1.0,2.0
2011,C E 490,12.5,0.0,0.0
2011,C E 490H,1.0,0.0,0.0
2011,C I 201,80.33333333333333,6.333333333333333,11.333333333333334
2011,C I 202,85.5,13.5,15.5
2011,C I 203X,25.0,2.0,8.0
2011,C I 204,170.0,10.0,4.0
2011,C I 208,2.5,0.0,0.0
2011,C I 216,91.0,2.0,2.0
2011,C I 219,58.0,13.0,22.0
2011,C I 245,102.0,1.5,2.0
2011,C I 268,102.0,1.0,1.5
2011,C I 280A,47.5,2.5,4.5
2011,C I 280B,8.0,1.0,12.5
2011,C I 280C,1.0,1.0,100.0
2011,C I 280I,25.0,0.0,0.0
2011,C I 280L,44.5,8.5,18.5
2011,C I 280M,6.0,1.0,17.0
2011,C I 280N,54.0,8.0,15.0
2011,C I 280O,3.0,0.0,0.0
2011,C I 302,11.0,0.0,0.0
2011,C I 315,87.5,4.5,6.0
2011,C I 332,100.0,6.0,6.0
2011,C I 333,57.0,10.0,17.5
2011,C I 377,65.66666666666667,0.3333333333333333,0.3333333333333333
2011,C I 378,52.666666666666664,0.0,0.0
2011,C I 395,26.0,2.0,8.0
2011,C I 402,1.0,0.0,0.0
2011,C I 406,114.33333333333333,1.6666666666666667,2.0
2011,C I 407,13.0,2.0,15.0
2011,C I 416A,76.5,0.0,0.0
2011,C I 416B,54.0,0.0,0.0
2011,C I 416D,4.5,0.0,0.0
2011,C I 416E,6.0,0.0,0.0
2011,C I 417A,8.5,0.0,0.0
2011,C I 417B,1.0,0.0,0.0
2011,C I 417C,4.5,0.0,0.0
2011,C I 417D,1.0,0.0,0.0
2011,C I 417E,2.0,0.0,0.0
2011,C I 417G,4.0,0.0,0.0
2011,C I 417J,2.0,0.0,0.0
2011,C I 417K,1.0,0.0,0.0
2011,C I 417L,1.0,0.0,0.0
2011,C I 417N,6.0,0.0,0.0
2011,C I 417P,6.5,0.0,0.0
2011,C I 419,5.0,0.0,0.0
2011,C I 420,16.0,1.0,6.0
2011,C I 426,27.333333333333332,0.3333333333333333,1.3333333333333333
2011,C I 438,19.0,0.0,0.0
2011,C I 439,17.5,0.0,0.0
2011,C I 443,93.5,0.5,0.5
2011,C I 448,60.0,0.3333333333333333,0.3333333333333333
2011,C I 449,49.0,0.0,0.0
2011,C I 452,23.0,0.0,0.0
2011,C I 454,51.0,2.0,4.0
2011,C I 454X,18.0,2.0,11.0
2011,C I 456,12.0,0.0,0.0
2011,C I 468A,55.333333333333336,0.0,0.0
2011,C I 468B,49.333333333333336,0.0,0.0
2011,C I 468C,55.333333333333336,0.0,0.0
2011,C I 468D,49.333333333333336,0.0,0.0
2011,C I 468E,4.0,0.0,0.0
2011,C I 468F,15.5,0.0,0.0
2011,C I 468G,16.5,0.0,0.0
2011,C I 468I,17.5,0.0,0.0
2011,C I 468K,5.0,1.0,20.0
2011,C I 468R,3.0,0.0,0.0
2011,C I 480A,31.0,3.0,10.0
2011,C I 480C,6.0,0.0,0.0
2011,C I 487,2.0,0.0,0.0
2011,C I 490H,1.5,0.0,0.0
2011,C I 490L,1.0,0.0,0.0
2011,C I 498,28.0,4.0,14.0
2011,C R P 253,53.0,10.0,19.0
2011,C R P 270,69.0,24.0,35.0
2011,C R P 272,32.0,8.0,25.0
2011,C R P 274,29.0,5.0,17.0
2011,C R P 291,23.0,2.0,9.0
2011,C R P 293,19.0,3.0,16.0
2011,C R P 320,2.0,0.0,0.0
2011,C R P 330,5.0,0.0,0.0
2011,C R P 332,13.0,0.0,0.0
2011,C R P 376,2.0,0.0,0.0
2011,C R P 383,31.0,3.0,10.0
2011,C R P 391,9.666666666666666,1.6666666666666667,12.0
2011,C R P 416,3.0,0.0,0.0
2011,C R P 417,20.0,0.0,0.0
2011,C R P 425,20.0,0.0,0.0
2011,C R P 429,12.0,1.0,8.0
2011,C R P 432,11.5,0.0,0.0
2011,C R P 442,21.0,0.0,0.0
2011,C R P 445,5.0,0.0,0.0
2011,C R P 451,19.0,0.5,2.5
2011,C R P 452,5.0,1.0,20.0
2011,C R P 455,8.0,0.0,0.0
2011,C R P 456X,4.0,0.0,0.0
2011,C R P 475,6.0,1.0,17.0
2011,C R P 484,11.0,2.0,18.0
2011,C R P 490,3.0,0.0,0.0
2011,C R P 490H,1.0,0.0,0.0
2011,C R P 491,7.0,0.0,0.0
2011,C R P 492,25.0,1.0,4.0
2011,C R P 494,15.0,1.0,5.0
2011,C R P 498,15.0,0.0,0.0
2011,CH E 210,58.0,6.333333333333333,13.0
2011,CH E 302,113.0,2.0,2.0
2011,CH E 310,67.5,9.5,14.5
2011,CH E 325,26.666666666666668,0.3333333333333333,1.0
2011,CH E 356,66.0,9.0,14.5
2011,CH E 357,64.5,3.0,5.0
2011,CH E 358,53.5,5.5,10.5
2011,CH E 381,55.5,6.0,12.0
2011,CH E 382,53.5,9.5,17.5
2011,CH E 391A,10.0,0.0,0.0
2011,CH E 392,11.0,0.0,0.0
2011,CH E 406,17.0,1.0,6.0
2011,CH E 415,23.0,2.0,9.0
2011,CH E 421,47.0,1.5,3.5
2011,CH E 426,22.0,0.0,0.0
2011,CH E 427,10.0,0.0,0.0
2011,CH E 430,43.0,0.0,0.0
2011,CH E 440,21.0,2.0,10.0
2011,CH E 442,21.0,0.0,0.0
2011,CH E 490,21.666666666666668,1.0,3.6666666666666665
2011,CH E 490H,1.5,0.0,0.0
2011,CH E 499,5.0,0.0,0.0
2011,CHEM 101X,27.0,4.0,15.0
2011,CHEM 110X,28.0,3.0,11.0
2011,CHEM 160,14.0,6.0,43.0
2011,CHEM 163,296.0,67.0,22.5
2011,CHEM 163L,289.5,39.5,13.0
2011,CHEM 167,555.5,99.5,16.5
2011,CHEM 167L,237.5,31.0,10.5
2011,CHEM 177,535.3333333333334,144.0,21.0
2011,CHEM 177L,517.6666666666666,95.0,14.0
2011,CHEM 177N,29.0,1.0,3.0
2011,CHEM 178,346.0,73.0,20.0
2011,CHEM 178L,277.3333333333333,34.333333333333336,9.0
2011,CHEM 201,53.0,5.0,9.0
2011,CHEM 201L,51.0,9.0,18.0
2011,CHEM 211,59.5,9.5,15.5
2011,CHEM 211L,60.5,8.0,13.5
2011,CHEM 231,133.0,17.333333333333332,12.333333333333334
2011,CHEM 231L,132.0,11.666666666666666,6.0
2011,CHEM 299,6.0,0.5,10.0
2011,CHEM 301,41.0,4.0,10.0
2011,CHEM 316,27.0,0.0,0.0
2011,CHEM 316L,29.0,3.0,10.0
2011,CHEM 321L,10.0,0.0,0.0
2011,CHEM 322L,45.0,4.0,9.0
2011,CHEM 324,98.0,14.0,14.0
2011,CHEM 325,81.5,9.5,12.0
2011,CHEM 331,244.0,71.0,27.0
2011,CHEM 331L,168.0,17.0,8.333333333333334
2011,CHEM 332,250.0,84.0,37.5
2011,CHEM 332L,109.5,11.5,11.5
2011,CHEM 333L,35.0,2.0,6.0
2011,CHEM 334L,26.0,1.0,4.0
2011,CHEM 399,14.333333333333334,0.3333333333333333,1.3333333333333333
2011,CHEM 401L,25.0,6.0,24.0
2011,CHEM 402,26.0,6.0,23.0
2011,CHEM 490,7.0,0.0,0.0
2011,CHEM 499,4.0,0.0,0.0
2011,CHIN 101,64.0,12.0,19.0
2011,CHIN 102,48.0,6.0,13.0
2011,CHIN 201,23.0,2.0,9.0
2011,CHIN 202,17.0,2.0,12.0
2011,CHIN 272,41.0,8.0,20.0
2011,CHIN 301,26.0,0.0,0.0
2011,CHIN 304,30.0,0.0,0.0
2011,CHIN 370,26.0,0.0,0.0
2011,CHIN 403,30.0,3.0,10.0
2011,CJ ST 240,107.5,4.0,3.0
2011,CJ ST 241,106.5,7.0,9.5
2011,CJ ST 320,33.0,20.0,61.0
2011,CJ ST 332,16.5,1.0,5.0
2011,CJ ST 340,118.0,38.0,32.0
2011,CJ ST 341,29.0,3.3333333333333335,11.666666666666666
2011,CJ ST 351,32.333333333333336,9.333333333333334,28.333333333333332
2011,CJ ST 352,32.333333333333336,2.3333333333333335,6.666666666666667
2011,CJ ST 402,36.0,2.0,6.0
2011,CJ ST 403,37.333333333333336,2.6666666666666665,5.333333333333333
2011,CJ ST 460,41.666666666666664,1.3333333333333333,3.3333333333333335
2011,CL ST 201,25.0,5.0,20.0
2011,CL ST 273,195.0,66.0,34.0
2011,CL ST 275,87.5,22.0,26.5
2011,CL ST 310,4.0,1.0,25.0
2011,CL ST 353,6.0,1.0,25.0
2011,CL ST 367,13.0,4.0,31.0
2011,CL ST 372,30.0,5.0,17.0
2011,CL ST 373,33.0,3.0,9.0
2011,CL ST 374B,20.0,1.0,5.0
2011,CL ST 376A,28.0,6.0,21.0
2011,CL ST 383,3.0,0.0,0.0
2011,CL ST 383H,2.0,0.0,0.0
2011,CL ST 394,19.0,1.0,5.0
2011,CL ST 395,18.0,0.0,0.0
2011,CL ST 402,2.5,1.0,41.5
2011,CL ST 403,6.0,2.0,33.0
2011,CL ST 430,5.0,1.0,20.0
2011,CL ST 490,1.0,0.0,0.0
2011,CMDIS 275,18.0,4.0,22.0
2011,CMDIS 286,44.0,5.0,18.333333333333332
2011,CMDIS 471,9.0,1.0,11.0
2011,COM S 103,490.3333333333333,35.0,7.666666666666667
2011,COM S 104,103.0,28.0,29.0
2011,COM S 107,57.333333333333336,15.333333333333334,30.333333333333332
2011,COM S 201,22.0,5.0,23.0
2011,COM S 207,113.33333333333333,26.333333333333332,16.0
2011,COM S 227,227.0,85.0,37.0
2011,COM S 228,116.33333333333333,32.333333333333336,26.333333333333332
2011,COM S 229,84.0,34.5,41.0
2011,COM S 252,26.0,8.0,31.0
2011,COM S 290,3.0,0.0,0.0
2011,COM S 309,78.5,8.0,11.5
2011,COM S 311,48.0,10.333333333333334,20.0
2011,COM S 319,27.0,2.0,7.0
2011,COM S 321,40.0,5.5,13.5
2011,COM S 330,36.0,5.0,15.0
2011,COM S 331,23.0,8.0,34.5
2011,COM S 336X,12.0,3.0,24.5
2011,COM S 342,21.0,5.0,23.0
2011,COM S 350,3.0,1.0,33.0
2011,COM S 352,24.5,5.5,20.0
2011,COM S 362,43.0,2.0,5.0
2011,COM S 363,46.5,9.5,17.0
2011,COM S 409,7.0,0.0,0.0
2011,COM S 415X,5.5,1.0,18.5
2011,COM S 417,10.0,0.0,0.0
2011,COM S 425,9.0,0.0,0.0
2011,COM S 426,9.0,1.0,11.0
2011,COM S 430,27.0,2.0,7.0
2011,COM S 433,8.0,1.0,13.0
2011,COM S 437X,18.0,1.0,6.0
2011,COM S 444,1.0,0.0,0.0
2011,COM S 454,4.0,1.0,25.0
2011,COM S 461,13.0,1.0,8.0
2011,COM S 472,9.0,1.0,11.0
2011,COM S 481,2.0,0.0,0.0
2011,COM S 486,15.0,1.0,7.0
2011,COM S 490,2.0,0.0,0.0
2011,COM S 490H,1.0,0.0,0.0
2011,COMST 101,235.66666666666666,24.666666666666668,14.666666666666666
2011,COMST 102,69.33333333333333,8.333333333333334,12.666666666666666
2011,COMST 203,42.0,4.0,7.666666666666667
2011,COMST 214,38.5,4.0,10.5
2011,COMST 218,30.0,2.0,7.0
2011,COMST 301,37.666666666666664,1.6666666666666667,4.0
2011,COMST 305,22.0,3.0,14.0
2011,COMST 310,30.0,3.5,11.0
2011,COMST 311,27.5,3.0,10.5
2011,COMST 314,36.0,2.0,5.5
2011,COMST 317,34.5,2.5,7.5
2011,COMST 319,26.0,1.0,4.0
2011,COMST 319X,30.0,0.0,0.0
2011,COMST 323,18.333333333333332,1.0,3.3333333333333335
2011,COMST 325,35.5,2.0,5.5
2011,COMST 330,36.0,0.0,0.0
2011,COMST 384X,37.0,11.0,29.5
2011,COMST 404,24.0,1.0,4.0
2011,COMST 404A,47.0,1.0,2.0
2011,COMST 490,2.0,0.0,0.0
2011,COMST 499,3.3333333333333335,0.0,0.0
2011,CON E 114,1.0,0.0,0.0
2011,CON E 121,67.0,2.0,3.0
2011,CON E 122,106.0,4.0,4.0
2011,CON E 221,43.0,3.0,7.0
2011,CON E 241,38.5,0.0,0.0
2011,CON E 251,39.5,0.5,1.0
2011,CON E 322,40.0,2.0,5.0
2011,CON E 340,41.0,2.5,6.5
2011,CON E 352,39.0,2.0,5.0
2011,CON E 353,42.0,5.5,14.5
2011,CON E 354X,7.0,1.0,14.0
2011,CON E 380,66.66666666666667,3.3333333333333335,3.6666666666666665
2011,CON E 381A,7.0,0.0,0.0
2011,CON E 421,45.0,0.5,1.5
2011,CON E 441,44.5,1.5,3.5
2011,CON E 481A,1.0,0.0,0.0
2011,CON E 487,41.5,0.5,1.0
2011,CON E 488,40.0,0.0,0.0
2011,CON E 490,4.0,0.0,0.0
2011,CPR E 131,39.0,0.0,0.0
2011,CPR E 131X,51.0,1.0,2.0
2011,CPR E 185,153.0,52.0,35.5
2011,CPR E 186,50.0,8.0,16.0
2011,CPR E 281,126.0,25.0,22.333333333333332
2011,CPR E 288,83.33333333333333,5.0,4.333333333333333
2011,CPR E 308,38.5,6.5,18.5
2011,CPR E 310,57.5,17.5,29.5
2011,CPR E 315X,28.0,12.0,43.0
2011,CPR E 329,7.0,3.0,43.0
2011,CPR E 330,1.5,0.0,0.0
2011,CPR E 339,6.0,0.0,0.0
2011,CPR E 370,27.5,0.5,1.5
2011,CPR E 381,48.0,8.0,17.0
2011,CPR E 388,28.0,1.0,4.0
2011,CPR E 416,1.0,0.0,0.0
2011,CPR E 426,5.0,0.0,0.0
2011,CPR E 431,30.0,1.0,3.0
2011,CPR E 435,3.0,0.0,0.0
2011,CPR E 444,1.0,0.0,0.0
2011,CPR E 450,6.0,0.0,0.0
2011,CPR E 454,2.0,0.0,0.0
2011,CPR E 458,22.0,1.0,5.0
2011,CPR E 465,5.0,0.0,0.0
2011,CPR E 480X,23.0,1.0,4.0
2011,CPR E 488,15.0,0.0,0.0
2011,CPR E 489,24.0,1.0,4.5
2011,CPR E 490,5.0,0.5,10.0
