Year,Class,Total Grades,"D, F, W Grades",% DFW
2003,CPR E 489,130.0,4.0,3.0
2003,CPR E 490,6.5,0.5,12.5
2003,CPR E 490H,1.0,0.0,0.0
2003,CPR E 491,107.0,0.0,0.0
2003,CPR E 492,58.0,0.0,0.0
2003,CZECH 101X,9.0,0.0,0.0
2003,DANCE 120,41.0,4.0,10.0
2003,DANCE 130,40.0,4.0,10.0
2003,DANCE 140,22.0,1.0,5.0
2003,DANCE 150,27.0,1.0,4.0
2003,DANCE 160,34.0,1.5,2.5
2003,DANCE 199,2.0,0.0,0.0
2003,DANCE 220,18.0,1.0,6.0
2003,DANCE 224,13.0,0.0,0.0
2003,DANCE 233,15.0,2.0,13.0
2003,DANCE 270,31.5,1.5,7.5
2003,DANCE 370,11.0,0.0,0.0
2003,DANCE 385,18.0,0.0,0.0
2003,DANCE 490,1.0,0.0,0.0
2003,DSN S 102X,23.0,2.0,9.0
2003,DSN S 110,105.0,1.0,1.0
2003,DSN S 181,7.0,3.0,43.0
2003,DSN S 183X,154.0,15.0,10.0
2003,DSN S 221,6.0,3.0,50.0
2003,DSN S 273,6.0,3.0,50.0
2003,DSN S 280,3.0,0.0,0.0
2003,DSN S 291,3.0,1.0,33.0
2003,DSN S 292,19.0,2.0,11.0
2003,DSN S 293,1.0,0.0,0.0
2003,DSN S 301,76.0,8.0,11.0
2003,DSN S 365,7.0,4.0,57.0
2003,DSN S 394,3.0,2.0,67.0
2003,DSN S 415,1.0,0.0,0.0
2003,DSN S 446,25.0,0.0,0.0
2003,DSN S 471,1.0,0.0,0.0
2003,DSN S 478A,12.0,0.0,0.0
2003,DSN S 478F,8.0,2.0,25.0
2003,DSN S 481,2.0,0.0,0.0
2003,DSN S 496,3.0,1.0,33.0
2003,E E 185,90.0,12.0,13.0
2003,E E 201,91.0,16.0,14.5
2003,E E 303,101.0,17.0,17.0
2003,E E 311,74.0,32.0,43.0
2003,E E 312,5.0,0.0,0.0
2003,E E 321,101.0,15.0,15.0
2003,E E 322,48.0,2.0,4.0
2003,E E 324,55.0,18.0,33.0
2003,E E 332,62.0,13.0,21.0
2003,E E 333,79.0,7.0,15.5
2003,E E 334X,3.0,2.0,67.0
2003,E E 408,13.0,0.0,0.0
2003,E E 409,13.0,0.0,0.0
2003,E E 414,17.0,7.0,41.0
2003,E E 421,34.0,2.0,6.0
2003,E E 424,16.0,0.0,0.0
2003,E E 432,11.0,0.0,0.0
2003,E E 434,54.0,13.0,24.0
2003,E E 441,31.0,2.0,6.0
2003,E E 442,136.0,5.0,4.0
2003,E E 448,144.0,16.0,11.0
2003,E E 455,38.0,1.0,3.0
2003,E E 456,54.0,1.0,2.0
2003,E E 475,27.0,3.0,11.0
2003,E E 490,4.5,0.0,0.0
2003,E E 490H,1.0,0.0,0.0
2003,E E 491,76.0,0.0,0.0
2003,E E 492,25.0,0.0,0.0
2003,E M 274,249.5,49.5,14.0
2003,E M 274H,17.0,0.0,0.0
2003,E M 324,148.5,53.5,36.5
2003,E M 327,51.0,4.5,5.0
2003,E M 345,112.0,21.5,25.0
2003,E M 378,49.0,7.5,17.5
2003,E M 417,10.0,0.0,0.0
2003,E SCI 382,1.0,0.0,0.0
2003,E SCI 481,5.0,0.0,0.0
2003,E SCI 482,1.0,0.0,0.0
2003,E SCI 490,1.0,0.0,0.0
2003,ECON 101,948.0,220.0,21.0
2003,ECON 101H,19.0,1.0,5.0
2003,ECON 101L,74.0,4.0,5.0
2003,ECON 102,378.0,38.0,8.0
2003,ECON 235,65.0,3.0,5.0
2003,ECON 292,40.0,0.0,0.0
2003,ECON 301,60.0,9.0,8.5
2003,ECON 302,68.0,11.0,16.0
2003,ECON 320,32.0,2.0,6.0
2003,ECON 321,41.0,3.0,7.0
2003,ECON 330,86.0,12.0,14.0
2003,ECON 335,55.0,10.0,18.0
2003,ECON 336,46.0,0.0,0.0
2003,ECON 353,65.0,12.0,16.0
2003,ECON 355,44.0,1.0,2.0
2003,ECON 360X,15.0,1.0,7.0
2003,ECON 362X,35.0,0.0,0.0
2003,ECON 376,23.0,3.0,13.0
2003,ECON 380,18.0,1.0,6.0
2003,ECON 397,5.0,0.0,0.0
2003,ECON 430,66.0,1.0,2.0
2003,ECON 432,26.0,1.0,4.0
2003,ECON 451,83.0,11.0,13.0
2003,ECON 472,30.0,11.0,37.0
2003,ECON 480,9.0,1.0,11.0
2003,ECON 486X,3.0,0.0,0.0
2003,ECON 490,3.0,0.0,0.0
2003,ENGL 101B,10.5,1.5,8.0
2003,ENGL 101C,27.0,0.5,1.5
2003,ENGL 101L,13.0,1.0,8.0
2003,ENGL 101R,27.0,3.0,11.0
2003,ENGL 104,792.0,59.0,10.5
2003,ENGL 105,621.5,67.0,13.5
2003,ENGL 105H,317.0,14.0,4.0
2003,ENGL 180D,1.0,0.0,0.0
2003,ENGL 201,35.0,10.0,29.0
2003,ENGL 205,55.0,3.0,5.0
2003,ENGL 207,20.0,1.0,5.0
2003,ENGL 213,19.0,4.0,21.0
2003,ENGL 219,65.0,3.0,5.0
2003,ENGL 220,54.0,5.0,8.0
2003,ENGL 231,104.0,9.0,9.0
2003,ENGL 237,34.0,7.0,21.0
2003,ENGL 240,12.0,2.0,17.0
2003,ENGL 260,61.0,4.0,7.0
2003,ENGL 301,33.0,2.0,6.0
2003,ENGL 302,680.0,32.5,4.5
2003,ENGL 302H,18.0,2.0,11.0
2003,ENGL 304,40.5,3.0,4.5
2003,ENGL 305,42.5,3.5,7.5
2003,ENGL 306,23.0,2.0,15.0
2003,ENGL 309,40.5,4.5,12.5
2003,ENGL 310,40.5,6.0,12.5
2003,ENGL 313,23.5,4.0,15.5
2003,ENGL 314,344.5,15.5,4.5
2003,ENGL 314H,15.0,2.0,13.0
2003,ENGL 315,20.0,1.0,5.0
2003,ENGL 335,51.0,2.5,6.0
2003,ENGL 339,28.0,3.5,7.5
2003,ENGL 340,24.0,2.5,9.5
2003,ENGL 347,24.0,1.0,4.0
2003,ENGL 353,14.0,4.0,29.0
2003,ENGL 357,22.0,4.0,18.0
2003,ENGL 360,33.0,10.0,30.0
2003,ENGL 362,26.5,3.5,15.0
2003,ENGL 364,26.0,2.0,7.0
2003,ENGL 370,35.0,6.0,17.0
2003,ENGL 373,34.0,3.0,9.0
2003,ENGL 374,32.0,5.0,16.0
2003,ENGL 384,32.0,7.0,22.0
2003,ENGL 392,20.0,0.0,0.0
2003,ENGL 394,23.0,1.0,5.5
2003,ENGL 395A,10.0,0.0,0.0
2003,ENGL 404,14.0,2.0,14.0
2003,ENGL 406,4.0,0.0,0.0
2003,ENGL 413,14.0,2.0,14.0
2003,ENGL 416,17.0,2.0,12.0
2003,ENGL 417E,12.0,0.0,0.0
2003,ENGL 418,15.0,4.0,27.0
2003,ENGL 419,2.0,0.0,0.0
2003,ENGL 420,18.0,0.0,0.0
2003,ENGL 423,7.0,0.0,0.0
2003,ENGL 440,14.0,1.0,7.0
2003,ENGL 452,11.0,0.0,0.0
2003,ENGL 480E,12.0,0.0,0.0
2003,ENGL 489,14.0,1.0,7.0
2003,ENGL 490A,2.5,0.0,0.0
2003,ENGL 490C,1.0,0.0,0.0
2003,ENGL 490D,1.0,1.0,100.0
2003,ENGL 490E,1.0,0.0,0.0
2003,ENGL 490H,1.0,0.0,0.0
2003,ENGL 494,11.0,0.0,0.0
2003,ENGR 104,24.0,2.0,8.0
2003,ENGR 160,206.0,40.0,15.5
2003,ENGR 160H,61.0,1.0,2.0
2003,ENGR 170,235.0,8.0,3.0
2003,ENGR 193A,9.0,2.0,22.0
2003,ENGR 193C,1.0,0.0,0.0
2003,ENGR 193D,9.0,0.0,0.0
2003,ENGR 193E,3.0,0.0,0.0
2003,ENGR 193F,4.0,0.0,0.0
2003,ENGR 193G,3.0,0.0,0.0
2003,ENSCI 301,5.0,1.0,20.0
2003,ENSCI 312,1.0,0.0,0.0
2003,ENSCI 330,19.0,1.0,5.0
2003,ENSCI 345,2.0,0.0,0.0
2003,ENSCI 390,3.0,0.0,0.0
2003,ENSCI 402,13.0,0.0,0.0
2003,ENSCI 405,18.0,1.0,6.0
2003,ENSCI 410,3.0,0.0,0.0
2003,ENSCI 410L,3.0,0.0,0.0
2003,ENSCI 411,6.0,0.0,0.0
2003,ENSCI 422,2.0,0.0,0.0
2003,ENSCI 475,7.0,0.0,0.0
2003,ENSCI 485,1.0,0.0,0.0
2003,ENT 201,38.5,8.0,21.5
2003,ENT 211,47.0,5.0,11.0
2003,ENT 370,29.0,3.0,10.0
2003,ENT 376,24.0,0.0,0.0
2003,ENT 490E,7.0,0.0,0.0
2003,ENT 490U,1.0,0.0,0.0
2003,ENT 493,1.0,0.0,0.0
2003,ENV S 101,39.0,8.0,21.0
2003,ENV S 108,15.0,3.0,20.0
2003,ENV S 120,17.0,4.0,21.0
2003,ENV S 123,32.0,7.0,18.0
2003,ENV S 201,46.0,4.0,9.0
2003,ENV S 293,29.0,5.0,17.0
2003,ENV S 303,101.0,17.0,17.0
2003,ENV S 330,1.0,0.0,0.0
2003,ENV S 334,18.0,1.0,6.0
2003,ENV S 345,9.0,0.0,0.0
2003,ENV S 380,22.0,2.0,9.0
2003,ENV S 382,29.0,3.0,10.0
2003,ENV S 390,2.0,0.0,0.0
2003,ENV S 424,4.0,0.0,0.0
2003,ENV S 450,7.0,1.0,14.0
2003,ENV S 472,11.0,2.0,18.0
2003,ENV S 490,1.0,0.0,0.0
2003,EX SP 101,10.5,1.0,9.5
2003,EX SP 102,10.0,3.0,30.0
2003,EX SP 108,16.0,1.0,6.0
2003,EX SP 109,37.0,7.0,19.0
2003,EX SP 114,12.0,2.0,17.0
2003,EX SP 119,21.0,2.0,10.0
2003,EX SP 122,48.0,4.0,8.0
2003,EX SP 126,31.0,1.0,4.0
2003,EX SP 129,62.0,4.0,4.5
2003,EX SP 135,49.5,2.0,2.5
2003,EX SP 158,44.0,3.0,7.0
2003,EX SP 162,7.0,1.0,14.0
2003,EX SP 163,2.0,1.0,50.0
2003,EX SP 164,33.0,2.0,4.5
2003,EX SP 166,38.0,4.0,11.0
2003,EX SP 170,50.0,7.5,12.0
2003,EX SP 171,17.0,3.0,18.0
2003,EX SP 173,32.0,4.0,13.0
2003,EX SP 182,57.0,7.0,12.0
2003,EX SP 220,43.0,3.5,7.5
2003,EX SP 224,15.0,0.0,0.0
2003,EX SP 225,15.0,0.0,0.0
2003,EX SP 231,9.0,0.0,0.0
2003,EX SP 233,12.0,2.0,17.0
2003,EX SP 235,5.0,0.0,0.0
2003,EX SP 238,8.5,0.0,0.0
2003,EX SP 255,226.0,29.0,13.0
2003,EX SP 258,61.5,7.0,11.0
2003,EX SP 259,42.0,8.0,19.0
2003,EX SP 270,39.0,1.0,3.0
2003,EX SP 281,10.0,1.0,10.0
2003,EX SP 284,35.5,0.5,1.0
2003,EX SP 315,34.0,2.0,6.0
2003,EX SP 323,17.0,0.0,0.0
2003,EX SP 324,17.0,0.0,0.0
2003,EX SP 345,45.0,2.0,4.0
2003,EX SP 350,54.0,2.0,4.0
2003,EX SP 352,56.0,1.0,2.0
2003,EX SP 355,38.5,8.5,16.0
2003,EX SP 358,37.5,6.5,15.5
2003,EX SP 360,56.5,18.0,37.5
2003,EX SP 365,51.0,9.0,18.0
2003,EX SP 366,44.0,2.0,5.0
2003,EX SP 372,62.0,10.0,16.0
2003,EX SP 395,15.0,3.0,20.0
2003,EX SP 417,7.0,0.0,0.0
2003,EX SP 418,6.0,0.0,0.0
2003,EX SP 425,4.0,0.0,0.0
2003,EX SP 445,30.0,0.0,0.0
2003,EX SP 450,12.0,0.0,0.0
2003,EX SP 458,23.0,3.5,11.0
2003,EX SP 459,15.5,2.0,9.5
2003,EX SP 462,39.0,3.0,8.0
2003,EX SP 475,12.0,1.0,8.0
2003,EX SP 485A,17.5,0.0,0.0
2003,EX SP 485C,15.5,0.0,0.0
2003,EX SP 488,13.0,1.0,8.0
2003,EX SP 490A,6.5,0.0,0.0
2003,EX SP 490B,1.0,0.0,0.0
2003,F LNG 417G,1.0,0.0,0.0
2003,F LNG 486,6.0,0.0,0.0
2003,F LNG 487,7.0,0.0,0.0
2003,FCEDS 102X,15.0,2.0,13.0
2003,FCEDS 110,231.0,30.0,13.0
2003,FCEDS 160,121.0,21.0,17.0
2003,FCEDS 206,23.0,1.0,4.0
2003,FCEDS 306,32.0,0.0,0.0
2003,FCEDS 379,21.0,2.0,10.0
2003,FCEDS 417A,10.0,0.0,0.0
2003,FCEDS 417B,10.0,0.0,0.0
2003,FCEDS 418B,3.0,0.5,12.5
2003,FCEDS 424,6.5,0.0,0.0
2003,FCEDS 490C,1.0,0.0,0.0
2003,FCEDS 490G,12.0,0.0,0.0
2003,FCEDS 490H,1.0,0.0,0.0
2003,FCEDS 490N,1.0,0.0,0.0
2003,FIN 301,341.0,47.5,11.5
2003,FIN 310,77.5,8.0,11.0
2003,FIN 320,65.0,5.5,7.5
2003,FIN 330,81.0,4.0,5.0
2003,FIN 361,84.0,18.0,21.0
2003,FIN 380,45.0,10.0,22.0
2003,FIN 415,64.0,8.0,13.0
2003,FIN 424,39.0,5.0,13.0
2003,FIN 425,13.0,0.0,0.0
2003,FIN 462,31.0,5.0,16.0
2003,FIN 490,3.0,0.0,0.0
2003,FIN 499B,2.0,0.5,16.5
2003,FIN 499C,8.0,0.0,0.0
2003,FOR 120,1.0,0.0,0.0
2003,FOR 201,24.0,0.0,0.0
2003,FOR 202,23.0,0.0,0.0
2003,FOR 203,24.0,4.0,17.0
2003,FOR 204,23.0,0.0,0.0
2003,FOR 205,23.0,1.0,4.0
2003,FOR 206,23.0,0.0,0.0
2003,FOR 342,9.0,2.0,22.0
2003,FOR 356,2.0,0.0,0.0
2003,FOR 452,22.0,3.0,14.0
2003,FOR 475,3.0,0.0,0.0
2003,FOR 483,9.0,0.0,0.0
2003,FOR 490D,1.0,0.0,0.0
2003,FRNCH 101,68.5,14.0,17.5
2003,FRNCH 102,13.0,5.0,38.0
2003,FRNCH 201,55.0,9.0,16.0
2003,FRNCH 301,59.0,5.0,8.0
2003,FRNCH 305,13.0,1.0,8.0
2003,FRNCH 310,22.0,3.0,14.0
2003,FRNCH 333,13.0,1.0,8.0
2003,FRNCH 395,5.0,0.0,0.0
2003,FRNCH 440,5.0,0.0,0.0
2003,FRNCH 471,6.0,0.0,0.0
2003,FS HN 101,178.0,9.0,5.0
2003,FS HN 110,44.0,0.0,0.0
2003,FS HN 111,32.0,1.0,3.0
2003,FS HN 167,238.5,44.0,20.5
2003,FS HN 203,69.0,9.0,13.0
2003,FS HN 214,34.0,0.0,0.0
2003,FS HN 272,10.0,0.0,0.0
2003,FS HN 311,29.0,4.0,14.0
2003,FS HN 340,56.0,0.0,0.0
2003,FS HN 360,56.0,3.0,5.0
2003,FS HN 361,28.0,0.0,0.0
2003,FS HN 403,11.0,0.0,0.0
2003,FS HN 406,6.0,0.0,0.0
2003,FS HN 411,45.0,0.0,0.0
2003,FS HN 420,21.0,0.0,0.0
2003,FS HN 421,14.0,0.0,0.0
2003,FS HN 441,18.0,0.0,0.0
2003,FS HN 442,15.5,0.0,0.0
2003,FS HN 443,14.5,0.5,4.0
2003,FS HN 445,18.0,0.0,0.0
2003,FS HN 446,18.0,0.0,0.0
2003,FS HN 448,18.0,0.0,0.0
2003,FS HN 461,48.0,2.0,4.0
2003,FS HN 461A,2.5,0.0,0.0
2003,FS HN 461B,2.5,0.0,0.0
2003,FS HN 461C,5.0,0.0,0.0
2003,FS HN 461D,5.0,0.0,0.0
2003,FS HN 464A,3.5,0.0,0.0
2003,FS HN 464B,3.5,0.0,0.0
2003,FS HN 464C,3.0,0.0,0.0
2003,FS HN 466,30.0,0.0,0.0
2003,FS HN 471,16.0,1.0,6.0
2003,FS HN 472,11.0,0.0,0.0
2003,FS HN 480,28.0,1.0,4.0
2003,FS HN 490A,1.0,0.0,0.0
2003,FS HN 490B,5.0,0.0,0.0
2003,FS HN 490C,1.0,0.0,0.0
2003,FS HN 490H,1.0,0.0,0.0
2003,FS HN 491B,2.5,0.0,0.0
2003,FS HN 496A,4.0,0.0,0.0
2003,FS HN 496C,17.0,0.0,0.0
2003,FS HN 499,3.0,0.0,0.0
2003,GEN 110,17.0,1.0,6.0
2003,GEN 260,57.0,10.0,18.0
2003,GEN 301,1.5,0.5,25.0
2003,GEN 301L,3.0,0.0,0.0
2003,GEN 308,13.5,2.5,19.0
2003,GEN 320,61.0,18.0,30.0
2003,GEN 410,38.0,6.0,16.0
2003,GEN 490R,5.0,0.5,5.5
2003,GEN 491,31.0,0.0,0.0
2003,GEN 495,1.0,0.0,0.0
2003,GEOL 100,219.5,36.0,11.0
2003,GEOL 100L,80.0,12.0,15.0
2003,GEOL 101,207.0,36.0,17.0
2003,GEOL 108,83.0,17.0,20.0
2003,GEOL 201,94.0,8.0,9.0
2003,GEOL 302,7.0,0.0,0.0
2003,GEOL 311A,8.0,1.0,13.0
2003,GEOL 368,6.0,1.0,17.0
2003,GEOL 402,2.0,0.0,0.0
2003,GEOL 411,4.0,0.0,0.0
2003,GEOL 422,1.0,0.0,0.0
2003,GEOL 475,3.0,0.0,0.0
2003,GEOL 481,1.0,0.0,0.0
2003,GEOL 490,1.0,0.0,0.0
2003,GER 101,52.5,13.0,14.5
2003,GER 102,20.0,1.0,5.0
2003,GER 201,47.0,10.0,21.0
2003,GER 301,21.0,4.0,19.0
2003,GER 304,18.0,3.0,17.0
2003,GER 330,7.0,1.0,14.0
2003,GER 371,50.0,4.0,8.0
2003,GER 378,24.0,1.0,4.0
2003,GER 440,3.0,1.0,33.0
2003,GER 471,14.0,0.0,0.0
2003,GER 490,1.0,0.0,0.0
2003,GERON 377,8.0,0.0,0.0
2003,GERON 461,5.0,1.0,20.0
2003,GERON 471,2.0,0.0,0.0
2003,GREEK 101,8.0,4.0,50.0
2003,GREEK 201,3.0,0.0,0.0
2003,GREEK 441,3.0,1.0,33.0
2003,H S 105,88.5,3.5,5.0
2003,H S 110,84.5,5.0,6.5
2003,H S 215,42.0,1.0,1.5
2003,H S 260,14.0,0.0,0.0
2003,H S 275,41.0,0.0,0.0
2003,H S 294,10.0,1.0,10.0
2003,H S 310,27.0,1.5,3.5
2003,H S 350,47.0,8.5,10.0
2003,H S 375,3.0,0.5,12.5
2003,H S 380,47.0,4.0,9.0
2003,H S 390,24.0,1.0,4.0
2003,H S 417,1.0,0.0,0.0
2003,H S 430,17.0,0.0,0.0
2003,H S 485,5.5,0.0,0.0
2003,H S 490,2.0,0.0,0.0
2003,H S 490H,1.0,0.0,0.0
2003,HD FS 102,155.0,23.0,12.5
2003,HD FS 110X,14.0,1.0,7.0
2003,HD FS 218,70.0,3.0,4.0
2003,HD FS 220,32.5,0.5,1.0
2003,HD FS 221,53.0,2.0,4.0
2003,HD FS 226,81.5,7.5,8.5
2003,HD FS 227,28.5,4.0,8.5
2003,HD FS 239,71.0,7.0,10.0
2003,HD FS 240,207.0,17.0,8.0
2003,HD FS 269,69.0,3.0,4.0
2003,HD FS 270,61.0,10.0,16.0
2003,HD FS 276,321.0,23.0,7.0
2003,HD FS 283,48.0,1.0,2.0
2003,HD FS 317A,1.0,0.0,0.0
2003,HD FS 317B,1.0,0.0,0.0
2003,HD FS 317D,1.0,0.0,0.0
2003,HD FS 317E,1.0,0.0,0.0
2003,HD FS 340,31.0,0.0,0.0
2003,HD FS 341,40.0,2.0,5.0
2003,HD FS 343,30.0,0.0,0.0
2003,HD FS 345,69.0,5.0,7.0
2003,HD FS 349,150.0,18.0,12.0
2003,HD FS 367,45.0,1.5,3.5
2003,HD FS 370,32.5,4.0,11.0
2003,HD FS 373,39.0,0.0,0.0
2003,HD FS 377,82.0,2.5,1.5
2003,HD FS 395,55.0,4.0,7.0
2003,HD FS 417C,19.0,0.0,0.0
2003,HD FS 449,36.0,0.0,0.0
2003,HD FS 455,42.0,0.0,0.0
2003,HD FS 456,43.0,0.0,0.0
2003,HD FS 479,44.0,11.0,25.0
2003,HD FS 486,50.0,1.0,2.0
2003,HD FS 489,20.0,1.0,5.0
2003,HD FS 489L,4.0,0.0,0.0
2003,HD FS 490A,2.0,0.0,0.0
2003,HD FS 490B,1.5,0.0,0.0
2003,HD FS 490G,2.0,0.0,0.0
2003,HD FS 490I,2.0,0.0,0.0
2003,HD FS 490R,2.0,0.0,0.0
2003,HD FS 491,32.0,0.5,2.5
2003,HD FS 493B,1.0,0.0,0.0
2003,HD FS 493J,3.5,0.5,8.5
2003,HD FS 493K,3.5,0.5,16.5
2003,HD FS 493M,3.5,0.5,12.5
2003,HD FS 493N,1.0,0.0,0.0
2003,HIST 201,202.0,34.5,15.5
2003,HIST 207,51.0,12.0,24.0
2003,HIST 221,407.0,103.0,25.0
2003,HIST 222,44.5,2.0,4.5
2003,HIST 240,41.0,3.0,7.0
2003,HIST 280,89.0,20.0,22.0
2003,HIST 284,89.0,17.0,19.0
2003,HIST 323,25.0,5.0,20.0
2003,HIST 325,41.0,7.0,17.0
2003,HIST 336,40.0,3.0,8.0
2003,HIST 340,41.0,6.0,15.0
2003,HIST 341,28.0,3.0,11.0
2003,HIST 345,36.0,4.0,11.0
2003,HIST 351,98.0,13.0,13.0
2003,HIST 365,37.0,5.0,14.0
2003,HIST 386,83.0,10.0,12.0
2003,HIST 389,61.0,6.0,10.0
2003,HIST 404,22.0,2.0,9.0
2003,HIST 405,29.0,6.0,21.0
2003,HIST 414,23.5,5.0,21.5
2003,HIST 419,23.0,3.0,13.0
2003,HIST 422,28.0,2.0,7.0
2003,HIST 428X,27.0,2.0,7.0
2003,HIST 442X,24.0,2.0,8.0
2003,HIST 450,24.0,6.0,25.0
2003,HIST 454,18.0,5.0,28.0
2003,HIST 458,26.0,12.0,46.0
2003,HIST 459,25.0,9.0,36.0
2003,HIST 464,21.0,3.0,14.0
2003,HIST 468,14.0,3.0,21.0
2003,HIST 472,7.0,1.0,14.0
2003,HIST 486X,11.0,1.0,9.0
2003,HIST 490,3.5,0.0,0.0
2003,HIST 497X,3.0,1.0,33.0
2003,HON 121,376.0,2.0,1.0
2003,HON 302,67.0,0.0,0.0
2003,HON 321A,15.0,0.0,0.0
2003,HON 321B,9.0,0.0,0.0
2003,HON 321C,7.0,0.0,0.0
2003,HON 321D,13.0,1.0,8.0
2003,HON 321E,15.0,0.0,0.0
2003,HON 321F,11.0,1.0,9.0
2003,HON 321G,12.0,1.0,8.0
2003,HON 321J,11.0,2.0,18.0
2003,HON 321K,14.0,0.0,0.0
2003,HON 321L,13.0,0.0,0.0
2003,HON 321M,15.0,2.0,13.0
2003,HON 321N,13.0,0.0,0.0
2003,HON 321Q,14.0,3.0,21.0
2003,HON 321R,11.0,0.0,0.0
2003,HORT 110,15.0,1.0,7.0
2003,HORT 121,78.0,10.0,13.0
2003,HORT 221,57.0,9.0,16.0
2003,HORT 222X,52.0,8.0,15.0
2003,HORT 321,41.0,15.0,37.0
2003,HORT 330,46.0,4.0,9.0
2003,HORT 340,27.0,7.0,26.0
2003,HORT 342,39.0,0.0,0.0
2003,HORT 351,68.0,15.0,22.0
2003,HORT 351L,49.0,8.0,16.0
2003,HORT 391,38.5,1.0,1.5
2003,HORT 422,17.0,1.0,6.0
2003,HORT 424,43.0,2.0,5.0
2003,HORT 425,6.0,0.0,0.0
2003,HORT 426X,2.0,0.0,0.0
2003,HORT 434,12.0,1.0,8.0
2003,HORT 442,21.0,0.0,0.0
2003,HORT 444,33.0,0.0,0.0
2003,HORT 445,23.0,6.0,26.0
2003,HORT 453,37.0,2.0,5.0
2003,HORT 475,15.0,0.0,0.0
2003,HORT 490B,1.0,0.0,0.0
2003,HORT 490C,8.0,0.0,0.0
2003,HORT 490D,3.0,0.0,0.0
2003,HORT 490F,1.5,0.0,0.0
2003,HORT 490H,1.0,0.0,0.0
2003,HORT 496,18.0,0.0,0.0
2003,HRI 101,101.0,14.0,14.0
2003,HRI 233,60.0,8.0,13.0
2003,HRI 287,50.0,2.0,4.0
2003,HRI 333,39.0,6.0,15.0
2003,HRI 352,47.0,1.0,2.0
2003,HRI 380,42.0,1.0,2.0
2003,HRI 380L,41.0,1.0,2.0
2003,HRI 383,48.0,1.0,2.0
2003,HRI 391,35.0,2.0,6.0
2003,HRI 393,20.0,0.0,0.0
2003,HRI 437,18.0,2.0,11.0
2003,HRI 439,23.0,1.0,4.0
2003,HRI 440,52.0,0.0,0.0
2003,HRI 477X,7.0,0.0,0.0
2003,HRI 487,19.0,2.0,11.0
2003,HRI 490B,2.5,0.0,0.0
2003,HRI 490E,3.0,0.0,0.0
2003,HRI 490H,1.0,0.0,0.0
2003,HRI 491A,7.0,0.0,0.0
2003,I E 148,22.0,0.0,0.0
2003,I E 248,85.0,2.0,2.0
2003,I E 305,118.0,19.5,11.0
2003,I E 312,81.0,6.0,7.0
2003,I E 361,36.0,3.0,8.0
2003,I E 408,18.0,0.0,0.0
2003,I E 409,24.0,0.0,0.0
2003,I E 413,59.0,0.0,0.0
2003,I E 441,18.0,0.0,0.0
2003,I E 448,42.0,3.5,5.0
2003,I E 449,1.0,1.0,100.0
2003,I E 481,4.0,3.0,75.0
2003,I E 483,1.0,0.0,0.0
2003,I E 490C,7.0,0.0,0.0
2003,I TEC 110,49.0,5.0,10.0
2003,I TEC 120,34.0,0.0,0.0
2003,I TEC 130,31.0,1.0,3.0
2003,I TEC 140,28.0,1.0,4.0
2003,I TEC 216,35.0,11.0,31.0
2003,I TEC 224,35.0,4.0,11.0
2003,I TEC 231,30.0,1.0,3.0
2003,I TEC 240,31.0,2.0,6.0
2003,I TEC 272,28.0,0.0,0.0
2003,I TEC 336,26.0,2.0,8.0
2003,I TEC 340,27.0,3.0,11.0
2003,I TEC 360,8.0,0.0,0.0
2003,I TEC 392,49.0,1.0,2.0
2003,I TEC 394,37.0,1.0,3.0
2003,I TEC 395,37.0,0.0,0.0
2003,I TEC 408,9.0,0.0,0.0
2003,I TEC 410,47.0,2.0,4.0
2003,I TEC 435,35.0,0.0,0.0
2003,I TEC 446,26.0,0.0,0.0
2003,I TEC 470,21.0,0.0,0.0
2003,I TEC 481,8.0,0.0,0.0
2003,I TEC 481A,19.0,0.0,0.0
2003,I TEC 490M,1.0,0.0,0.0
2003,IA LL 312I,6.0,0.0,0.0
2003,IA LL 367I,2.0,0.0,0.0
2003,IA LL 402I,8.0,0.0,0.0
2003,IA LL 422I,3.0,0.0,0.0
2003,IA LL 435I,3.0,0.0,0.0
2003,IA LL 436I,2.0,0.0,0.0
2003,IA LL 461I,8.0,0.0,0.0
2003,IA LL 484I,2.0,0.0,0.0
2003,IA LL 494,1.0,0.0,0.0
2003,INTST 235,25.0,1.0,4.0
2003,JL MC 101,128.0,9.0,8.0
2003,JL MC 201,55.5,1.5,2.0
2003,JL MC 202,61.0,6.0,10.0
2003,JL MC 205,31.0,4.0,13.0
2003,JL MC 206,30.0,3.0,10.0
2003,JL MC 220,50.0,6.0,7.0
2003,JL MC 301,15.0,1.0,7.0
2003,JL MC 306,23.5,1.5,8.0
2003,JL MC 310,18.0,0.0,0.0
2003,JL MC 315,20.0,2.0,6.0
2003,JL MC 321,33.0,1.0,3.0
2003,JL MC 341,37.0,10.0,27.0
2003,JL MC 342,116.0,12.0,10.0
2003,JL MC 342L,45.0,3.0,6.5
2003,JL MC 344,19.0,5.0,26.0
2003,JL MC 349,18.0,0.0,0.0
2003,JL MC 353,18.0,0.0,0.0
2003,JL MC 354,15.0,0.0,0.0
2003,JL MC 401,59.0,3.0,5.0
2003,JL MC 460,67.5,7.5,9.0
2003,JL MC 461,36.0,5.0,14.0
2003,JL MC 462,40.0,5.0,13.0
2003,JL MC 477,34.0,1.5,4.0
2003,JL MC 490B,1.0,0.0,0.0
2003,JL MC 490D,2.0,0.0,0.0
